Id,SalePrice
1461,110135.9211088724
1462,159059.96019541658
1463,169683.67729304195
1464,188059.73683512304
1465,219781.96751946863
1466,182152.00561816595
1467,175453.9421406046
1468,175115.15705027757
1469,210229.82950256066
1470,102017.78779349593
1471,210420.1445169556
1472,119310.28941645287
1473,107391.69501081714
1474,164580.87210858287
1475,146068.19689132227
1476,328672.5113616523
1477,268102.5301074148
1478,296230.7283163562
1479,286760.11114705703
1480,387050.16395864775
1481,302944.3490558311
1482,235072.56872851285
1483,190566.04670378938
1484,195564.85559511557
1485,184861.4897975393
1486,214427.8593373245
1487,313876.87390232715
1488,270342.04153274815
1489,207291.27720369492
1490,204319.28212046833
1491,210882.6805457177
1492,97661.07425942086
1493,190683.31348167872
1494,288175.7699637308
1495,286046.8321863513
1496,225033.50450051762
1497,213655.28761436115
1498,179282.1222420698
1499,179578.60340310098
1500,162088.9505775997
1501,178168.6076920766
1502,170418.18834996992
1503,268586.82886333717
1504,244406.35882031056
1505,225294.20141575625
1506,213836.97285552393
1507,245897.8483913797
1508,198842.30582072935
1509,177137.98025033623
1510,148774.11992671783
1511,147020.65848817327
1512,166674.94850826496
1513,172912.21270038327
1514,165586.08562241844
1515,218684.6897218218
1516,156647.0628720487
1517,157935.63022983377
1518,170562.14584779576
1519,227005.62469838466
1520,124087.8150082787
1521,129523.77014383324
1522,186700.51808806416
1523,101448.8788327775
1524,109503.4670457081
1525,107158.53199719195
1526,109605.22397144302
1527,98643.15541197406
1528,146656.14085689117
1529,140431.95423245733
1530,186106.13713032426
1531,113793.75953441602
1532,78238.70848787855
1533,154417.05717944982
1534,143982.462249503
1535,156164.98098974628
1536,115994.60124694253
1537,46719.99822882353
1538,187512.24571034592
1539,220809.55498601287
1540,137523.66867173975
1541,164116.6759196699
1542,153172.77794053662
1543,214176.5736804118
1544,58757.176988831954
1545,115834.67802678794
1546,137545.86451584287
1547,122995.05905829859
1548,139781.23287278344
1549,113318.58788605616
1550,132713.0322703973
1551,125747.60226573981
1552,137808.10536767542
1553,139955.31455369364
1554,134310.19128335104
1555,158588.01970928302
