Id,SalePrice
1461,122522.22665802811
1462,153638.1298498401
1463,159889.97277366027
1464,185141.76547286983
1465,224551.10543003285
1466,186425.6263663995
1467,162395.9820333645
1468,175057.30648951247
1469,200586.19295454604
1470,97653.80018720057
1471,200595.2937927013
1472,134693.26414043098
1473,115232.34675282167
1474,176560.6367897416
1475,156021.67389720734
1476,325269.43785580713
1477,263971.03722752165
1478,292870.08269916207
1479,269871.379682441
1480,351800.8281365632
1481,294323.85973451193
1482,228100.13332682327
1483,169602.24144141053
1484,188007.91102792104
1485,197825.38352700727
1486,216990.8107816657
1487,314022.29636189097
1488,266996.9916428403
1489,201540.06800708335
1490,180805.61124537743
1491,215437.82197434144
1492,115787.6692705956
1493,179315.4504044703
1494,299480.4386199821
1495,291300.9674969624
1496,207873.39631016765
1497,220792.6064124315
1498,192517.98762376074
1499,192517.98762376074
1500,167313.75484969877
1501,179336.71425854988
1502,187232.90486556749
1503,257061.2082477359
1504,256275.60649160805
1505,211804.74510463033
1506,198991.7452771001
1507,237192.04017932233
1508,207996.67327508595
1509,185971.37666415484
1510,140541.39376977124
1511,139981.91693567848
1512,155442.55275393356
1513,194033.500486978
1514,122170.03922582555
1515,197733.32210103262
1516,182762.2704996056
1517,143798.42990085264
1518,162549.62369051765
1519,212205.3533737651
1520,117262.81915568947
1521,120551.81997684052
1522,182707.66547067414
1523,98024.56189527686
1524,113761.35118404665
1525,108661.43306187939
1526,107753.98294836396
1527,109023.0408123332
1528,147105.67524589022
1529,137466.87298590728
1530,173536.69526121838
1531,122203.97395511458
1532,82908.37216696629
1533,148772.45059152928
1534,146785.00448093325
1535,138732.96463915074
1536,122609.59489417405
1537,51774.447964320454
1538,218369.1122759014
1539,278423.49685760424
1540,148344.48393173172
1541,184886.6849190668
1542,142793.78090215824
1543,217385.72713128655
1544,67055.77318119505
1545,140885.83985971575
1546,169312.770421782
1547,129809.85848941002
1548,157950.96448888147
1549,136581.521779565
1550,155196.74442858997
1551,139704.14392026517
1552,153141.92269336127
1553,140830.66082341093
1554,147915.11472164546
1555,145999.82488893843
1556,115968.97952333497
1557,105513.57441297616
1558,129953.52516118682
1559,102914.54388492412
1560,161090.87683281902
1561,100336.75766388793
1562,109299.71241402422
1563,102270.60894239866
1564,151720.48038946543
1565,150437.75448206157
1566,215257.56101257578
1567,87881.96042161863
1568,205987.59326902582
1569,93569.90208095
1570,147426.21746811908
1571,105401.85288420526
1572,121106.1788987928
1573,211602.42808326756
1574,144393.89719860585
1575,206059.41683138235
1576,240280.9212848311
1577,199208.17580654277
1578,177840.3862145285
1579,131038.51052767978
1580,218276.59886683864
1581,111462.80015835798
1582,122644.60221494906
1583,284739.0261014473
1584,242882.8295717271
1585,145590.7987846861
1586,35529.45437172757
1587,110233.5871413358
1588,121051.57386986134
1589,107585.60065629022
1590,143746.8013545382
1591,57109.26564958834
1592,122856.49535806742
1593,145116.33451933562
1594,140887.31783326532
1595,119096.52488535931
1596,220483.5246560255
1597,187138.83055279744
1598,214634.54970170042
1599,216172.2080731154
