id,target
0,0
2,1
3,1
9,0
11,1
12,0
21,1
22,1
27,0
29,0
30,0
35,1
42,0
43,1
45,1
46,1
47,0
51,1
58,0
60,1
69,0
70,1
72,0
75,0
84,0
87,0
88,1
90,0
94,0
99,0
101,1
103,0
106,0
108,0
111,1
115,1
116,1
122,0
123,1
124,0
125,1
127,1
140,1
142,0
147,0
148,0
150,0
152,1
154,0
155,1
166,0
167,0
169,0
177,0
179,0
181,0
186,0
188,1
189,0
192,0
200,0
202,0
206,0
207,0
214,0
217,0
223,1
224,1
227,0
228,0
230,0
233,1
234,0
236,0
239,0
250,1
255,1
257,1
259,1
275,1
278,1
282,1
284,1
286,0
288,0
292,0
295,1
300,0
304,0
305,0
306,0
308,0
311,0
317,0
319,0
323,1
324,0
325,1
326,0
333,1
339,0
342,1
343,0
350,0
351,0
357,1
359,0
362,0
366,0
367,1
369,1
373,1
374,0
376,1
377,1
378,0
379,0
382,1
385,0
387,0
388,0
391,0
392,0
395,0
399,1
400,0
403,1
405,0
408,0
411,1
414,1
416,0
417,1
422,0
425,0
428,0
430,0
431,1
433,1
434,0
439,0
441,0
449,0
458,0
460,1
464,0
473,1
488,0
491,0
494,0
497,1
500,0
505,1
507,1
508,1
510,1
511,0
515,0
525,1
529,0
532,0
534,0
537,1
539,0
541,0
545,1
547,1
548,0
549,1
553,0
554,0
555,1
557,0
562,0
566,0
572,1
573,1
582,1
586,1
587,1
590,0
591,0
593,0
595,1
596,1
597,1
601,0
602,1
605,0
610,1
616,1
618,0
620,1
626,0
627,0
629,1
632,0
634,0
639,1
645,1
647,0
648,0
650,1
663,0
666,1
668,0
670,0
673,0
676,0
678,1
692,1
693,0
694,0
695,0
696,1
698,0
701,0
703,0
707,0
708,1
711,0
715,0
718,1
722,1
723,0
733,0
741,0
742,1
743,1
747,0
749,0
750,1
756,0
757,1
760,0
764,1
765,0
766,1
768,0
769,1
771,1
772,0
776,0
778,1
780,0
785,1
789,0
792,1
793,1
811,0
813,0
816,0
821,0
824,0
825,1
827,0
830,1
831,0
839,0
844,0
847,1
850,0
854,1
855,0
858,1
861,1
862,0
865,0
869,1
879,0
880,0
887,0
889,0
897,1
900,0
901,0
904,0
908,0
909,1
910,1
913,0
914,0
917,0
918,1
920,0
922,0
924,0
925,0
927,1
933,0
937,0
943,1
949,0
950,1
954,0
966,0
967,0
969,1
970,1
973,0
975,1
980,1
988,0
989,1
995,0
1000,0
1003,0
1007,1
1011,0
1012,0
1013,0
1014,0
1016,0
1019,0
1025,0
1027,1
1028,0
1030,1
1033,0
1034,1
1039,1
1046,0
1047,0
1053,1
1055,0
1056,1
1059,0
1060,1
1063,0
1064,0
1068,0
1076,1
1086,0
1087,0
1089,1
1092,1
1095,1
1096,1
1097,1
1100,0
1101,0
1107,0
1108,0
1111,0
1115,1
1116,0
1121,1
1125,0
1127,0
1131,0
1133,0
1135,0
1137,1
1140,1
1144,0
1147,0
1148,0
1150,0
1158,1
1159,1
1161,1
1163,1
1165,0
1169,0
1171,1
1172,0
1176,0
1180,0
1184,1
1186,1
1187,0
1192,0
1193,1
1194,0
1197,0
1200,1
1205,0
1210,0
1216,1
1220,0
1231,0
1233,0
1246,0
1247,0
1248,1
1255,0
1256,0
1257,0
1258,1
1260,1
1261,0
1265,0
1266,0
1268,0
1274,1
1281,0
1285,0
1286,0
1291,0
1292,0
1295,0
1299,0
1306,0
1310,1
1311,1
1313,0
1314,1
1322,1
1323,0
1325,0
1329,0
1330,0
1333,0
1336,1
1339,0
1342,0
1344,1
1355,1
1357,1
1358,0
1359,0
1364,0
1366,0
1367,0
1370,0
1373,0
1377,0
1386,0
1387,1
1392,1
1397,0
1398,0
1400,1
1403,0
1404,0
1410,1
1413,1
1416,0
1417,0
1423,1
1424,0
1426,1
1427,0
1428,1
1430,0
1434,1
1435,0
1437,0
1438,1
1442,0
1446,1
1451,1
1457,0
1461,1
1462,1
1465,0
1468,0
1469,1
1471,1
1476,1
1478,1
1481,0
1489,1
1490,0
1492,0
1496,0
1512,0
1516,0
1517,0
1528,0
1529,0
1536,0
1539,0
1541,1
1542,1
1548,1
1550,1
1551,0
1552,0
1557,0
1563,1
1564,0
1565,1
1566,0
1571,1
1578,0
1581,0
1583,1
1584,1
1586,1
1589,0
1592,0
