id,target
0,0
2,0
3,0
9,0
11,1
12,1
21,0
22,0
27,1
29,0
30,0
35,0
42,0
43,0
45,1
46,0
47,0
51,0
58,0
60,1
69,1
70,1
72,0
75,0
84,0
87,1
88,0
90,0
94,0
99,0
101,0
103,0
106,1
108,0
111,0
115,0
116,1
122,1
123,1
124,1
125,1
127,0
140,0
142,0
147,0
148,1
150,1
152,0
154,0
155,0
166,0
167,0
169,0
177,0
179,1
181,1
186,0
188,0
189,0
192,0
200,0
202,1
206,0
207,0
214,0
217,1
223,0
224,0
227,1
228,1
230,0
233,0
234,0
236,0
239,0
250,1
255,0
257,1
259,1
275,0
278,0
282,0
284,0
286,0
288,0
292,0
295,0
300,0
304,1
305,0
306,0
308,0
311,0
317,1
319,1
323,0
324,1
325,0
326,0
333,1
339,0
342,0
343,0
350,1
351,0
357,0
359,1
362,0
366,0
367,1
369,0
373,1
374,1
376,1
377,1
378,1
379,1
382,0
385,1
387,1
388,0
391,0
392,0
395,1
399,1
400,0
403,1
405,0
408,1
411,0
414,0
416,1
417,0
422,1
425,1
428,1
430,1
431,1
433,0
434,0
439,0
441,1
449,0
458,0
460,1
464,1
473,0
488,0
491,0
494,0
497,1
500,0
505,1
507,0
508,1
510,1
511,0
515,0
525,1
529,0
532,0
534,0
537,0
539,1
541,0
545,1
547,0
548,0
549,0
553,0
554,0
555,0
557,1
562,0
566,0
572,0
573,1
582,1
586,1
587,0
590,0
591,1
593,1
595,0
596,0
597,1
601,0
602,0
605,1
610,0
616,0
618,1
620,0
626,1
627,0
629,0
632,0
634,0
639,0
645,0
647,1
648,0
650,0
663,1
666,0
668,1
670,0
673,0
676,1
678,0
692,0
693,0
694,0
695,1
696,1
698,0
701,0
703,0
707,0
708,1
711,1
715,0
718,1
722,0
723,0
733,1
741,0
742,0
743,0
747,0
749,0
750,1
756,0
757,0
760,1
764,1
765,0
766,1
768,0
769,0
771,0
772,1
776,0
778,0
780,0
785,0
789,0
792,0
793,0
811,0
813,0
816,0
821,1
824,0
825,0
827,0
830,0
831,0
839,0
844,1
847,0
850,0
854,0
855,1
858,1
861,0
862,0
865,0
869,1
879,0
880,0
887,0
889,0
897,0
900,0
901,0
904,1
908,0
909,1
910,1
913,0
914,0
917,0
918,0
920,0
922,0
924,0
925,1
927,0
933,0
937,1
943,1
949,0
950,0
954,0
966,0
967,1
969,0
970,0
973,0
975,0
980,0
988,0
989,0
995,0
1000,0
1003,0
1007,0
1011,0
1012,0
1013,0
1014,0
1016,1
1019,0
1025,0
1027,1
1028,0
1030,0
1033,1
1034,1
1039,0
1046,0
1047,0
1053,0
1055,0
1056,0
1059,0
1060,1
1063,0
1064,0
1068,1
1076,1
1086,0
1087,0
1089,0
1092,0
1095,0
1096,0
1097,1
1100,1
1101,1
1107,1
1108,0
1111,0
1115,1
1116,0
1121,0
1125,1
1127,1
1131,0
1133,0
1135,0
1137,0
1140,0
1144,0
1147,0
1148,0
1150,0
1158,1
1159,1
1161,1
1163,1
1165,1
1169,0
1171,0
1172,1
1176,0
1180,0
1184,0
1186,0
1187,0
1192,0
1193,0
1194,0
1197,0
1200,0
1205,1
1210,1
1216,1
1220,0
1231,0
1233,0
1246,0
1247,0
1248,0
1255,0
1256,1
1257,0
1258,1
1260,0
1261,0
1265,1
1266,0
1268,1
1274,1
1281,0
1285,0
1286,0
1291,0
1292,0
1295,0
1299,1
1306,0
1310,0
1311,0
1313,0
1314,0
1322,1
1323,0
1325,0
1329,1
1330,0
1333,0
1336,1
1339,0
1342,0
1344,0
1355,1
1357,0
1358,1
1359,1
1364,0
1366,0
1367,0
1370,1
1373,0
