id,target
0,1
2,0
3,0
9,0
11,0
12,0
21,0
22,0
27,1
29,0
30,0
35,0
42,0
43,0
45,0
46,0
47,0
51,1
58,1
60,1
69,0
70,1
72,1
75,0
84,1
87,0
88,0
90,0
94,1
99,0
101,0
103,0
106,1
108,0
111,0
115,1
116,1
122,0
123,0
124,0
125,0
127,0
140,0
142,1
147,0
148,0
150,0
152,0
154,0
155,0
166,0
167,0
169,0
177,0
179,1
181,0
186,0
188,0
189,0
192,0
200,0
202,0
206,0
207,0
214,0
217,0
223,0
224,0
227,0
228,0
230,0
233,0
234,0
236,0
239,0
250,0
255,0
257,0
259,0
275,0
278,1
282,0
284,0
286,1
288,0
292,0
295,0
300,0
304,1
305,1
306,1
308,1
311,0
317,0
319,1
323,0
324,0
325,1
326,0
333,1
339,0
342,0
343,0
350,0
351,0
357,0
359,1
362,1
366,0
367,0
369,0
373,0
374,0
376,0
377,0
378,0
379,0
382,0
385,1
387,0
388,1
391,0
392,1
395,1
399,0
400,0
403,0
405,1
408,0
411,0
414,1
416,0
417,0
422,0
425,1
428,1
430,1
431,0
433,1
434,0
439,0
441,0
449,1
458,0
460,1
464,0
473,0
488,1
491,0
494,1
497,1
500,0
505,0
507,0
508,0
510,1
511,0
515,1
525,0
529,0
532,1
534,0
537,0
539,0
541,0
545,0
547,0
548,0
549,0
553,0
554,1
555,0
557,0
562,1
566,0
572,0
573,0
582,0
586,0
587,0
590,0
591,1
593,1
595,0
596,0
597,1
601,0
602,0
605,0
610,0
616,0
618,0
620,1
626,1
627,0
629,0
632,1
634,0
639,0
645,0
647,0
648,0
650,0
663,1
666,1
668,1
670,0
673,1
676,1
678,0
692,0
693,0
694,0
695,1
696,1
698,1
701,0
703,1
707,0
708,0
711,1
715,1
718,0
722,0
723,1
733,1
741,0
742,0
743,0
747,0
749,1
750,0
756,0
757,0
760,0
764,0
765,1
766,0
768,0
769,0
771,0
772,0
776,0
778,0
780,0
785,0
789,0
792,1
793,1
811,0
813,1
816,0
821,1
824,0
825,1
827,0
830,0
831,0
839,0
844,1
847,0
850,1
854,0
855,0
858,0
861,0
862,0
865,0
869,0
879,0
880,0
887,0
889,0
897,0
900,1
901,0
904,0
908,0
909,0
910,0
913,0
914,0
917,0
918,0
920,1
922,0
924,0
925,0
927,1
933,0
937,1
943,1
949,1
950,1
954,0
966,0
967,1
969,0
970,0
973,0
975,0
980,0
988,1
989,0
995,1
1000,1
1003,1
1007,1
1011,0
1012,0
1013,0
1014,0
1016,1
1019,1
1025,1
1027,0
1028,0
1030,1
1033,0
1034,0
1039,0
1046,0
1047,1
1053,1
1055,1
1056,0
1059,0
1060,0
1063,1
1064,0
1068,1
1076,1
1086,1
1087,1
1089,0
1092,1
1095,0
1096,0
1097,0
1100,0
1101,1
1107,1
1108,0
1111,0
1115,0
1116,1
1121,0
1125,1
1127,0
1131,0
1133,1
1135,0
1137,0
1140,1
1144,0
1147,0
1148,0
1150,0
1158,1
1159,0
1161,0
1163,1
1165,0
1169,0
1171,0
1172,1
1176,0
1180,1
1184,0
1186,1
1187,0
1192,1
1193,1
1194,0
1197,1
1200,1
1205,1
1210,1
1216,1
1220,0
1231,1
1233,0
1246,0
1247,0
1248,1
1255,0
1256,0
1257,0
1258,1
1260,1
1261,0
1265,0
1266,1
1268,0
1274,0
1281,0
1285,0
1286,0
1291,1
1292,1
1295,0
1299,0
1306,0
1310,0
1311,0
1313,0
1314,0
1322,1
1323,1
1325,0
1329,1
1330,0
1333,0
1336,0
1339,0
1342,0
1344,0
1355,0
1357,0
1358,1
1359,0
1364,1
1366,0
1367,0
1370,0
1373,1
1377,0
1386,0
1387,0
1392,0
1397,0
1398,1
1400,0
1403,1
1404,0
1410,0
1413,0
1416,1
1417,0
1423,0
1424,1
1426,0
1427,1
1428,1
1430,0
1434,0
1435,0
1437,1
1438,0
1442,0
1446,1
1451,0
1457,0
1461,1
1462,0
1465,0
1468,1
1469,0
1471,0
1476,0
1478,1
1481,0
1489,0
1490,0
1492,0
1496,0
1512,0
1516,0
1517,0
1528,0
1529,1
1536,1
1539,0
1541,0
1542,0
1548,1
1550,0
1551,0
1552,0
1557,0
1563,1
1564,0
1565,0
1566,0
1571,0
1578,1
1581,0
1583,1
1584,0
1586,0
1589,0
1592,1
1598,1
1606,0
1612,0
1616,1
1620,0
1624,0
1629,0
1630,1
1635,1
1640,0
1641,1
1642,0
1651,1
1655,0
1656,0
1659,1
1664,0
1667,1
1668,0
1674,1
1678,1
1680,0
1681,0
1682,1
1685,1
1695,0
1696,0
1697,0
1704,1
1708,1
1711,0
1713,1
1714,1
1717,1
1729,0
1730,0
1732,0
1734,0
1736,1
1738,1
1742,0
1743,1
1746,1
1748,0
1749,0
1751,0
1758,0
1764,1
1765,0
1777,0
1778,1
1781,0
1782,0
1783,0
1785,0
1788,0
1793,1
1794,0
1795,1
1797,1
1800,1
1801,0
1805,0
1806,1
1819,1
1820,1
1825,1
1828,0
1829,0
1830,0
1839,0
1843,0
1844,1
1846,0
1849,0
1850,1
1854,1
1855,0
1858,1
1859,1
1862,0
1867,0
1868,0
1871,0
1872,0
1874,1
1876,1
1879,1
1884,0
1891,0
1894,1
1896,1
1902,0
1903,1
1904,0
1906,1
1907,0
1912,1
1913,1
1923,0
1926,1
1928,0
1930,0
1931,0
1934,0
1936,1
1944,0
1946,1
1947,1
1958,1
1964,0
1970,1
1974,0
1977,0
1978,0
1982,1
1984,1
1988,1
1993,0
1997,0
1998,0
2002,0
2004,0
2005,0
2008,0
2011,0
2013,0
2018,1
2021,0
2025,1
2029,0
2030,1
2032,0
2037,0
2041,1
2044,0
2048,1
2052,0
2053,0
2054,0
2062,0
2065,0
2066,0
2072,0
2079,0
2080,1
2085,1
2088,1
2090,0
2092,1
2093,0
2101,1
2104,0
2105,0
2106,1
2107,0
2120,0
2124,0
2127,1
2130,1
2132,0
2135,1
2137,1
2140,0
2143,1
2147,1
2151,1
2152,0
2155,0
2156,1
2162,0
2165,0
2166,0
2167,0
2168,1
2170,0
2178,1
2180,0
2182,0
2184,0
2185,0
2187,1
2196,0
2197,0
2199,0
2200,0
2201,0
2202,0
2206,0
2208,0
2218,1
2223,0
2224,0
2226,0
2228,1
2232,0
2234,0
2243,1
2247,0
2249,0
2252,1
2253,0
2259,1
2261,0
2264,0
2268,0
2269,0
2270,0
2276,0
2283,0
2287,1
2290,1
2291,0
