id,target
0,0
2,0
3,0
9,1
11,0
12,1
21,0
22,1
27,1
29,0
30,0
35,0
42,0
43,0
45,0
46,0
47,0
51,0
58,0
60,1
69,0
70,1
72,1
75,1
84,1
87,0
88,1
90,0
94,1
99,0
101,0
103,0
106,0
108,1
111,0
115,0
116,0
122,0
123,0
124,0
125,1
127,0
140,1
142,0
147,1
148,0
150,0
152,1
154,1
155,0
166,1
167,1
169,0
177,0
179,1
181,1
186,0
188,1
189,1
192,0
200,0
202,1
206,1
207,0
214,0
217,1
223,1
224,1
227,1
228,0
230,0
233,1
234,0
236,1
239,0
250,1
255,1
257,0
259,1
275,1
278,0
282,1
284,0
286,0
288,1
292,1
295,1
300,1
304,1
305,0
306,1
308,0
311,1
317,0
319,0
323,0
324,1
325,0
326,1
333,0
339,0
342,0
343,0
350,1
351,0
357,1
359,0
362,1
366,1
367,0
369,0
373,0
374,1
376,1
377,0
378,0
379,1
382,0
385,1
387,1
388,0
391,0
392,0
395,0
399,0
400,0
403,1
405,0
408,1
411,1
414,1
416,1
417,0
422,1
425,0
428,1
430,0
431,1
433,1
434,1
439,0
441,0
449,1
458,1
460,0
464,0
473,0
488,0
491,0
494,0
497,0
500,0
505,1
507,0
508,0
510,0
511,0
515,0
525,0
529,0
532,0
534,1
537,0
539,1
541,1
545,0
547,0
548,0
549,0
553,0
554,0
555,1
557,0
562,0
566,1
572,0
573,0
582,0
586,0
587,0
590,0
591,1
593,0
595,0
596,1
597,0
601,0
602,0
605,1
610,0
616,1
618,1
620,0
626,0
627,1
629,0
632,0
634,1
639,0
645,0
647,1
648,0
650,0
663,1
666,0
668,0
670,1
673,0
676,1
678,1
692,0
693,0
694,0
695,0
696,0
698,0
701,0
703,0
707,0
708,0
711,0
715,0
718,0
722,1
723,1
733,1
741,1
742,0
743,0
747,1
749,0
750,0
756,0
757,0
760,0
764,1
765,0
766,0
768,0
769,0
771,0
772,1
776,0
778,0
780,1
785,1
789,1
792,0
793,1
811,1
813,0
816,0
821,0
824,1
825,0
827,0
830,1
831,1
839,1
844,0
847,0
850,0
854,0
855,0
858,1
861,0
862,1
865,1
869,0
879,1
880,1
887,0
889,0
897,0
900,1
901,0
904,1
908,0
909,0
910,0
913,0
914,1
917,0
918,0
920,1
922,0
924,0
925,1
927,1
933,1
937,0
943,0
949,0
950,0
954,1
966,0
967,0
969,0
970,0
973,0
975,1
980,1
988,1
989,0
995,0
1000,0
1003,0
1007,0
1011,1
1012,0
1013,0
1014,0
1016,0
1019,0
1025,1
1027,0
1028,0
1030,0
1033,1
1034,0
1039,1
1046,1
1047,1
1053,1
1055,1
1056,1
1059,1
1060,0
1063,0
1064,1
1068,1
1076,0
1086,0
1087,0
1089,0
1092,1
1095,0
1096,1
1097,1
1100,0
1101,0
1107,1
1108,0
1111,0
1115,0
1116,1
1121,0
1125,1
1127,0
1131,0
1133,1
1135,1
1137,0
1140,1
1144,0
1147,1
1148,0
1150,0
1158,1
1159,0
1161,1
1163,0
1165,0
1169,0
1171,0
1172,1
1176,1
1180,1
1184,0
1186,1
1187,1
1192,0
1193,1
1194,0
1197,1
1200,1
1205,0
1210,0
1216,0
1220,0
1231,1
1233,0
1246,1
1247,0
1248,0
1255,0
1256,1
1257,1
1258,0
1260,0
1261,1
1265,0
1266,0
1268,0
1274,0
1281,1
1285,0
1286,0
1291,0
1292,1
1295,1
1299,0
1306,0
1310,0
1311,0
1313,1
1314,0
1322,0
1323,0
1325,1
1329,0
1330,1
1333,1
1336,0
1339,0
1342,1
1344,0
1355,1
1357,1
1358,0
1359,0
1364,1
1366,0
1367,0
1370,1
1373,0
