Id,SalePrice
1461,28680.168
1462,78320.14
1463,43362.09
1464,30211.086
1465,52830.246
1466,38107.562
1467,33489.547
1468,33616.492
1469,42991.527
1470,34495.094
1471,34681.875
1472,50813.64
1473,46869.164
1474,40455.168
1475,32247.51
1476,50918.574
1477,29473.365
1478,28616.01
1479,44341.254
1480,30364.684
1481,31467.092
1482,41724.35
1483,49781.176
1484,52213.867
1485,33416.86
1486,37620.824
1487,52483.457
1488,30751.398
1489,34773.863
1490,31248.396
1491,38764.297
1492,35740.258
1493,36892.86
1494,31293.672
1495,30606.494
1496,44883.14
1497,55385.785
1498,44464.18
1499,51109.17
1500,41832.305
1501,41976.05
1502,40495.723
1503,36018.24
1504,37211.05
1505,34358.27
1506,31253.87
1507,42322.6
1508,40363.96
1509,30081.791
1510,34905.55
1511,35008.164
1512,34932.914
1513,35900.914
1514,53354.97
1515,41191.336
1516,51692.188
1517,37909.695
1518,43758.164
1519,39430.793
1520,30430.898
1521,31345.883
1522,27680.027
1523,44676.78
1524,31422.842
1525,28222.871
1526,56267.234
1527,35089.684
1528,32734.58
1529,26344.469
1530,31015.805
1531,47396.04
1532,29977.787
1533,25718.52
1534,47731.19
1535,30085.445
1536,40683.395
1537,27802.05
1538,38737.043
1539,38531.81
1540,50011.16
1541,31176.459
1542,39859.39
1543,34557.63
1544,34098.418
1545,35973.062
1546,39917.543
1547,40040.68
1548,39917.543
1549,32110.682
1550,39999.633
1551,38425.992
1552,28800.365
1553,35921.33
1554,44391.727
1555,33558.62
1556,49390.87
1557,59010.89
1558,39917.883
1559,41603.72
1560,49023.055
1561,36726.383
1562,26400.908
1563,30356.33
1564,35580.86
1565,42471.734
1566,39165.48
1567,27666.258
1568,36585.484
1569,28661.17
1570,28590.217
1571,29229.98
1572,27361.113
1573,49436.047
1574,28414.723
1575,28905.36
1576,34970.668
1577,38083.836
1578,42734.324
1579,30088.395
1580,37880.78
1581,30955.965
1582,26291.451
1583,31230.955
1584,37893.78
1585,40801.844
1586,35390.344
1587,46479.71
1588,27687.576
1589,30065.266
1590,30487.332
1591,29869.936
1592,30103.662
1593,39031.42
1594,42531.316
1595,33341.715
1596,25662.441
1597,46266.414
1598,37733.81
1599,40621.24
1600,44565.715
1601,35177.246
1602,37047.098
1603,27479.154
1604,36643.926
1605,34522.24
1606,34796.688
1607,45294.992
1608,31746.426
1609,46808.42
1610,38039.836
1611,30993.705
1612,39025.84
1613,28839.31
1614,36159.242
1615,46799.383
1616,40329.883
1617,40326.586
1618,26111.191
1619,36029.87
1620,41741.07
1621,42214.516
1622,37527.336
1623,42894.383
1624,43064.848
1625,19504.705
1626,22462.463
1627,21358.213
1628,21648.727
1629,18435.285
1630,23814.389
1631,28450.346
1632,26078.86
1633,39102.312
1634,14957.281
1635,20027.152
1636,15002.218
1637,23023.004
1638,27528.51
1639,17962.61
1640,22225.26
1641,25609.225
1642,21134.047
1643,33138.504
1644,15895.603
1645,21942.266
1646,27601.107
1647,18080.623
1648,30186.186
1649,18811.229
1650,13491.837
1651,19119.45
1652,36338.504
1653,36338.504
1654,33965.367
1655,25478.791
1656,39139.258
1657,36564.016
1658,40434.297
1659,22840.578
1660,14765.812
1661,26572.838
1662,23458.309
1663,26403.05
1664,32424.205
1665,20741.064
1666,31834.412
1667,35323.4
1668,22567.512
1669,35171.18
1670,32311.61
1671,24146.984
1672,23436.48
1673,25610.332
1674,19533.344
1675,27003.318
1676,36922.9
1677,35018.68
1678,36527.066
1679,23424.873
1680,33034.04
1681,35035.55
1682,24450.07
1683,22004.152
1684,23352.559
1685,20138.396
1686,25776.178
1687,20792.904
1688,16695.283
1689,21305.977
1690,21987.03
1691,25480.092
1692,23981.64
1693,28300.494
1694,21625.072
1695,34756.61
1696,29428.115
1697,24391.223
1698,21276.611
1699,22808.426
1700,15483.454
1701,19012.377
1702,17062.336
1703,15994.38
1704,30972.9
1705,14962.229
1706,17448.332
1707,14388.689
1708,24069.385
1709,26564.08
1710,20764.11
1711,21768.363
1712,14517.518
1713,31142.219
1714,16365.195
1715,33352.965
1716,27264.582
1717,20764.11
1718,15587.726
1719,42097.387
1720,38865.617
1721,26857.203
1722,20036.588
1723,23877.762
1724,33958.957
1725,30559.492
1726,14631.218
1727,41569.598
1728,16513.736
1729,21450.11
1730,28872.91
1731,17442.127
1732,21392.502
1733,19169.14
1734,24494.602
1735,14191.545
1736,13590.988
1737,31083.363
1738,23070.404
1739,36734.137
1740,44369.92
1741,36613.34
1742,35482.95
1743,34446.727
1744,25289.283
1745,25744.064
1746,43278.36
1747,25097.64
1748,26241.494
1749,14133.757
1750,16531.258
1751,20119.395
1752,20531.373
1753,30791.617
1754,25967.855
1755,33694.92
1756,15547.468
1757,14164.025
1758,24578.89
1759,21946.895
1760,34650.58
1761,20062.98
1762,21990.43
1763,21497.438
1764,34793.555
1765,27450.143
1766,27873.473
1767,22876.389
1768,21556.676
1769,19275.29
1770,21858.605
1771,16466.162
1772,18962.193
1773,18076.502
1774,20511.543
1775,34232.59
1776,19586.85
1777,16307.139
1778,30116.41
1779,16866.523
1780,17818.463
1781,16908.668
1782,14310.815
1783,20689.123
1784,26236.812
1785,18335.766
1786,22284.953
1787,17919.281
1788,19339.965
1789,22736.674
1790,17553.396
1791,21961.438
1792,22426.611
1793,25868.385
1794,12751.708
1795,27798.621
1796,26884.025
1797,15491.855
1798,30022.002
1799,13592.018
1800,21868.545
1801,19976.541
1802,17329.895
1803,33162.445
1804,19903.916
1805,26277.969
1806,19368.965
1807,27646.338
1808,25947.625
1809,34725.72
1810,15337.566
1811,41754.52
1812,20602.098
1813,31859.129
1814,14239.025
1815,12742.35
1816,35132.977
1817,24001.148
1818,23184.703
1819,24681.854
1820,18019.021
1821,13483.09
1822,19087.17
1823,15919.548
1824,13233.242
1825,25147.041
1826,20025.701
1827,30367.58
1828,35844.652
1829,16457.078
1830,22976.51
1831,19056.783
1832,17100.504
1833,17605.861
1834,37259.24
1835,47619.77
1836,14520.736
1837,20727.334
1838,53980.395
1839,12498.497
1840,36566.16
1841,25183.535
1842,33152.08
1843,28535.203
1844,25295.207
1845,27833.867
1846,37347.785
1847,24202.434
1848,21707.64
1849,22985.262
1850,34726.17
1851,20556.287
1852,13740.43
1853,40563.973
1854,23758.615
1855,19310.904
1856,20456.96
1857,39031.84
1858,25408.6
1859,25408.6
1860,25423.568
1861,25401.115
1862,21842.514
1863,19427.639
1864,19450.455
1865,20335.346
1866,18482.502
1867,21819.605
1868,28407.514
1869,22888.086
1870,31039.26
1871,31491.107
1872,22777.3
1873,28934.113
1874,16110.287
1875,23663.537
1876,29621.588
1877,27977.889
1878,20481.906
1879,24398.982
1880,13467.31
1881,17685.047
1882,24712.639
1883,15276.254
1884,26532.238
1885,25953.527
1886,24086.594
1887,16374.001
1888,38885.8
1889,22219.146
1890,20177.46
1891,45750.25
1892,29700.475
1893,16877.963
1894,22948.756
1895,26036.332
1896,16203.253
1897,17111.486
1898,33291.504
1899,14380.457
1900,25897.842
1901,38430.55
1902,25280.477
1903,23549.283
1904,15469.079
1905,27025.15
1906,22609.516
1907,41382.766
1908,38936.16
1909,32404.924
1910,36316.082
1911,20582.016
1912,25683.611
1913,16859.922
1914,24947.453
1915,28574.295
1916,37407.89
1917,26147.43
1918,31879.385
1919,19583.938
1920,28186.096
1921,21911.041
1922,40343.957
1923,26039.49
1924,26884.904
1925,37649.758
1926,26581.062
1927,29096.916
1928,32229.21
1929,22447.992
1930,12379.3545
1931,25060.479
1932,21600.047
1933,30205.469
1934,21744.02
1935,15863.4375
1936,20693.777
1937,22786.191
1938,24513.504
1939,25453.646
1940,23769.895
1941,23558.729
1942,20559.057
1943,29364.14
1944,22031.264
1945,23069.785
1946,27304.562
1947,26064.908
1948,64924.746
1949,19615.922
1950,16624.904
1951,26910.781
1952,27577.14
1953,23470.201
1954,26072.033
1955,19625.178
1956,23696.14
1957,22441.414
1958,24043.99
1959,21440.836
1960,18086.516
1961,18066.807
1962,40160.21
1963,37649.26
1964,27259.287
1965,36496.984
1966,21642.037
1967,31683.88
1968,20463.738
1969,22566.969
1970,19832.945
1971,22329.861
1972,19414.918
1973,18808.74
1974,19159.229
1975,26557.547
1976,17840.852
1977,36184.312
1978,24844.291
1979,25656.117
1980,28735.12
1981,27392.586
1982,26735.826
1983,34813.633
1984,30092.68
1985,23397.336
1986,27267.611
1987,20821.459
1988,17659.852
1989,16678.967
1990,19591.977
1991,23923.893
1992,16882.11
1993,21221.127
1994,23523.25
1995,19586.172
1996,18170.613
1997,20841.123
1998,17751.082
1999,20831.451
2000,21739.783
2001,18613.648
2002,21647.818
2003,18411.475
2004,29684.041
2005,16496.049
2006,14502.054
2007,17628.037
2008,20617.256
2009,18710.383
2010,21287.379
2011,19995.121
2012,24312.523
2013,21574.607
2014,15954.729
2015,18877.322
2016,15065.904
2017,19484.602
2018,11770.596
2019,14168.124
2020,47137.664
2021,23265.65
2022,28129.154
2023,18625.604
2024,19104.748
2025,20865.307
2026,25811.021
2027,36784.48
2028,39364.664
2029,37777.844
2030,24959.428
2031,24884.586
2032,22253.959
2033,26033.24
2034,35158.094
2035,20498.686
2036,27577.445
2037,27577.445
2038,40908.957
2039,26045.842
2040,34360.39
2041,24368.158
2042,21135.613
2043,23916.344
2044,20162.037
2045,15266.261
2046,20518.46
2047,18726.518
2048,14183.584
2049,21532.275
2050,24389.02
2051,23384.719
2052,19538.713
2053,17759.92
2054,14437.99
2055,27114.584
2056,17408.223
2057,15493.709
2058,21851.648
2059,18882.016
2060,16912.781
2061,21614.48
2062,22457.139
2063,20580.37
2064,19207.22
2065,19207.168
2066,16158.751
2067,18003.207
2068,36956.297
2069,16579.004
2070,18018.457
2071,12407.365
2072,19969.896
2073,14562.118
2074,44468.574
2075,19856.791
2076,25856.76
2077,18343.574
2078,18524.018
2079,13932.301
2080,15312.806
2081,20266.7
2082,19954.219
2083,24211.178
2084,13611.575
2085,18085.676
2086,22238.344
2087,17102.043
2088,32811.805
2089,12066.223
2090,17073.295
2091,45538.66
2092,18136.475
2093,16557.117
2094,26007.37
2095,46622.363
2096,13719.091
2097,13133.22
2098,18193.86
2099,23086.562
2100,23966.611
2101,49946.004
2102,25494.13
2103,19601.996
2104,47516.82
2105,29277.791
2106,20235.541
2107,22572.553
2108,16856.168
2109,18668.15
2110,13671.576
2111,14130.681
2112,14999.042
2113,16146.906
2114,17499.285
2115,14022.027
2116,12778.398
2117,16775.926
2118,19856.24
2119,19131.041
2120,19692.055
2121,19635.984
2122,12984.382
2123,14469.621
2124,31771.764
2125,16091.582
2126,24876.123
2127,13570.606
2128,13692.82
2129,12958.348
2130,22113.486
2131,17551.672
2132,22081.486
2133,13757.669
2134,13725.365
2135,15885.0
2136,46464.11
2137,17298.914
2138,24796.518
2139,23903.234
2140,13033.617
2141,22393.445
2142,24766.047
2143,27439.48
2144,53045.59
2145,19122.93
2146,21062.098
2147,37503.355
2148,17589.271
2149,21492.42
2150,29497.654
2151,31412.611
2152,35858.324
2153,15338.651
2154,26931.152
2155,19051.182
2156,19652.264
2157,22150.809
2158,24734.125
2159,31597.338
2160,26145.92
2161,19189.605
2162,18743.38
2163,23549.877
2164,32032.75
2165,25721.53
2166,16215.944
2167,18781.371
2168,21643.36
2169,18904.508
