Id,SalePrice
1461,160094.16
1462,155882.22
1463,132586.06
1464,137091.03
1465,194025.45
1466,178907.58
1467,63285.21
1468,194623.72
1469,217766.14
1470,35682.05
1471,170618.9
1472,143590.52
1473,238561.88
1474,140965.12
1475,224322.3
1476,224746.44
1477,200889.31
1478,198000.31
1479,213697.83
1480,223336.27
1481,244737.4
1482,107674.53
1483,31598.432
1484,189227.9
1485,72610.85
1486,223422.47
1487,229393.36
1488,193553.1
1489,133913.8
1490,193694.42
1491,166413.58
1492,189628.88
1493,274089.66
1494,218744.69
1495,58227.04
1496,241383.84
1497,242942.22
1498,136389.05
1499,143636.45
1500,178792.14
1501,167660.61
1502,133869.03
1503,268262.25
1504,172688.11
1505,127732.76
1506,193687.2
1507,260978.0
1508,167672.55
1509,116502.0
1510,197254.73
1511,134573.16
1512,63841.086
1513,182231.97
1514,138188.73
1515,196051.7
1516,262834.3
1517,50933.434
1518,199935.45
1519,177664.17
1520,190174.38
1521,259871.97
1522,194374.05
1523,179260.33
1524,194562.38
1525,129759.086
1526,257703.45
1527,170838.11
1528,199380.02
1529,188154.67
1530,192537.16
1531,227512.84
1532,179187.55
1533,71653.64
1534,200431.1
1535,137137.16
1536,62227.7
1537,186583.69
1538,47480.113
1539,33769.965
1540,26754.148
1541,176873.92
1542,62675.99
1543,177626.53
1544,164174.48
1545,168759.2
1546,121906.24
1547,61750.55
1548,189292.92
1549,29960.357
1550,230410.69
1551,127076.27
1552,167435.36
1553,186646.53
1554,120579.41
1555,142146.69
1556,276845.3
1557,121493.57
1558,58276.38
1559,249832.84
1560,97881.13
1561,72449.44
1562,127106.72
1563,47464.543
1564,54725.22
1565,132450.19
1566,144354.77
1567,245342.56
1568,224003.84
1569,119496.2
1570,153421.31
1571,118672.33
1572,189528.48
1573,289440.28
1574,263347.56
1575,130563.5
1576,26339.184
1577,156066.45
1578,202518.5
1579,90702.93
1580,109439.62
1581,276483.7
1582,188314.47
1583,259106.22
1584,168305.64
1585,104875.58
1586,251375.66
1587,202577.33
1588,128796.51
1589,103599.586
1590,105119.15
1591,186805.66
1592,147417.66
1593,191842.42
1594,176479.83
1595,244357.78
1596,178403.7
1597,216647.39
1598,256980.11
1599,160137.4
1600,8307.425
1601,186736.7
1602,250368.83
1603,182035.86
1604,114352.086
1605,184064.52
1606,97111.81
1607,104220.664
1608,196136.38
1609,81667.945
1610,80197.6
1611,276678.78
1612,67316.26
1613,198443.33
1614,144893.3
1615,179821.03
1616,175960.58
1617,235000.42
1618,247735.02
1619,135797.44
1620,124775.484
1621,260234.58
1622,105965.82
1623,201909.31
1624,266083.03
1625,52766.613
1626,243927.66
1627,206741.16
1628,180922.53
1629,33225.82
1630,238912.58
1631,200051.2
1632,220256.28
1633,119717.984
1634,203701.88
1635,130457.164
1636,69962.79
1637,238183.55
1638,116226.0
1639,225081.22
1640,182319.19
1641,105466.49
1642,206917.94
1643,231060.69
1644,178024.31
1645,20011.219
1646,59164.46
1647,63689.29
1648,89128.4
1649,85802.28
1650,87170.4
1651,247886.11
1652,133053.38
1653,149291.83
1654,146912.67
1655,85558.62
1656,150458.36
1657,93319.88
1658,119366.125
1659,213163.19
1660,30992.637
1661,223990.34
1662,120910.65
1663,120753.15
1664,124179.6
1665,191527.55
1666,258095.08
1667,245271.44
1668,194972.0
1669,130738.84
1670,236081.94
1671,81482.016
1672,93403.03
1673,149893.9
1674,161165.7
1675,59170.977
1676,164461.44
1677,100372.65
1678,122496.266
1679,95209.195
1680,134298.86
1681,16041.1045
1682,289390.94
1683,186670.83
1684,155692.86
1685,123398.05
1686,84055.48
1687,98076.62
1688,167571.4
1689,109739.27
1690,191850.61
1691,182184.58
1692,145999.92
1693,111392.586
1694,144330.03
1695,229788.02
1696,147892.88
1697,213004.03
1698,150494.34
1699,245756.42
1700,131333.86
1701,44490.754
1702,70590.266
1703,150671.1
1704,240969.47
1705,204867.95
1706,190288.45
1707,135639.3
1708,82787.57
1709,231483.38
1710,53106.92
1711,206323.06
1712,166067.98
1713,229497.92
1714,140606.97
1715,97304.89
1716,174724.19
1717,234950.0
1718,187708.17
1719,90107.76
1720,180495.11
1721,92653.98
1722,54790.062
1723,187876.84
1724,181775.92
1725,175779.78
