Id,SalePrice
1461,205414.58
1462,285966.62
1463,183388.58
1464,164973.2
1465,118940.71
1466,169110.19
1467,156056.61
1468,159736.83
1469,225683.36
1470,210057.2
1471,180386.55
1472,141318.89
1473,153565.56
1474,190455.03
1475,179495.28
1476,192975.78
1477,208185.72
1478,205190.42
1479,234355.05
1480,211299.7
1481,170144.84
1482,156210.56
1483,249824.52
1484,118491.836
1485,171280.58
1486,165983.02
1487,203029.72
1488,205485.56
1489,211848.23
1490,208678.67
1491,173329.56
1492,202018.06
1493,225462.28
1494,168996.69
1495,166017.8
1496,143391.72
1497,132600.88
1498,166194.61
1499,141534.11
1500,178274.12
1501,178382.73
1502,190485.67
1503,219843.03
1504,163350.33
1505,209178.17
1506,208713.8
1507,176710.1
1508,199646.05
1509,164879.06
1510,212694.3
1511,213353.6
1512,212870.1
1513,158361.34
1514,160511.84
1515,185481.06
1516,213985.11
1517,137540.92
1518,138071.33
1519,181825.45
1520,203426.42
1521,209304.95
1522,201920.4
1523,188393.55
1524,209799.42
1525,203816.92
1526,176998.05
1527,197838.22
1528,170109.84
1529,196652.78
1530,207184.3
1531,186383.42
1532,184476.23
1533,192631.22
1534,196556.23
1535,172570.47
1536,182217.66
1537,189978.33
1538,157115.38
1539,155796.81
1540,200359.98
1541,167858.12
1542,176923.67
1543,156292.17
1544,191469.62
1545,171435.64
1546,177297.27
1547,178088.39
1548,177297.27
1549,166101.44
1550,177824.69
1551,199792.55
1552,165817.3
1553,161732.92
1554,154483.98
1555,219277.61
1556,199199.75
1557,151611.17
1558,177299.47
1559,156052.4
1560,199613.47
1561,161144.39
1562,197015.4
1563,202947.34
1564,160310.16
1565,177668.27
1566,235685.44
1567,189105.89
1568,178811.86
1569,149407.53
1570,205100.33
1571,167346.88
1572,200806.25
1573,247607.16
1574,204487.2
1575,206201.31
1576,168437.06
1577,213633.34
1578,195394.38
1579,184350.45
1580,167653.19
1581,213365.42
1582,196312.19
1583,208566.56
1584,167736.7
1585,155538.75
1586,199769.9
1587,228613.4
1588,201946.77
1589,172440.8
1590,169538.16
1591,199822.39
1592,185284.95
1593,203682.27
1594,113151.56
1595,174010.55
1596,174598.02
1597,154420.34
1598,177504.27
1599,155407.23
1600,143160.56
1601,198400.8
1602,178336.06
1603,187903.81
1604,167629.98
1605,165556.03
1606,151259.39
1607,147988.95
1608,211878.33
1609,230725.3
1610,168675.06
1611,213497.28
1612,219685.48
1613,205970.56
1614,167277.02
1615,153514.75
1616,190360.39
1617,190357.88
1618,195154.05
1619,219917.78
1620,113836.8
1621,176015.67
1622,181421.47
1623,225059.25
1624,181478.86
1625,192953.97
1626,185691.62
1627,163298.7
1628,170556.61
1629,96045.18
1630,209967.56
1631,161001.8
1632,185652.83
1633,139637.1
1634,181332.1
1635,160182.66
