id,price
22730,4592896.0
22731,6063168.0
22732,5583424.0
22733,3250624.0
22734,5667136.0
22735,3169920.0
22736,5434944.0
22737,5175616.0
22738,6503616.0
22739,1643200.0
22740,5327552.0
22741,5148096.0
22742,5941632.0
22743,3028544.0
22744,6160512.0
22745,4228672.0
22746,5468288.0
22747,3775552.0
22748,4223936.0
22749,5616192.0
22750,5242240.0
22751,5412160.0
22752,5772672.0
22753,3146368.0
22754,6912576.0
22755,3028416.0
22756,4172992.0
22757,6162752.0
22758,5080384.0
22759,4471040.0
22760,3057792.0
22761,5701952.0
22762,2777792.0
22763,3930048.0
22764,3760768.0
22765,4988544.0
22766,5083840.0
22767,7352704.0
22768,3819840.0
22769,4722624.0
22770,3014976.0
22771,2437696.0
22772,6276672.0
22773,1524224.0
22774,6781952.0
22775,5130496.0
22776,3071552.0
22777,4928896.0
22778,5739264.0
22779,2590912.0
22780,6645696.0
22781,8581440.0
22782,4094336.0
22783,5841216.0
22784,4699328.0
22785,5560256.0
22786,2743744.0
22787,1962432.0
22788,5742976.0
22789,5282624.0
22790,5406528.0
22791,4973952.0
22792,4579840.0
22793,5657216.0
22794,7105600.0
22795,5193408.0
22796,5790592.0
22797,5772416.0
22798,2558208.0
22799,6412608.0
22800,3099136.0
22801,6340608.0
22802,4276224.0
22803,3047488.0
22804,6610624.0
22805,6397248.0
22806,2208256.0
22807,4367232.0
22808,5654016.0
22809,2024960.0
22810,4160320.0
22811,4110464.0
22812,2484352.0
22813,2907264.0
22814,5743232.0
22815,6014784.0
22816,4917376.0
22817,3212160.0
22818,5773312.0
22819,5909632.0
22820,6512192.0
22821,3874304.0
22822,6296576.0
22823,4144896.0
22824,4496000.0
22825,5245440.0
22826,4376640.0
22827,4597312.0
22828,2904960.0
22829,7060352.0
22830,5310592.0
22831,2504256.0
22832,4007488.0
22833,6524160.0
22834,5266048.0
22835,2771520.0
22836,7772992.0
22837,5783616.0
22838,5102080.0
22839,3268096.0
22840,3331072.0
22841,5128768.0
22842,5928192.0
22843,5955520.0
22844,3439168.0
22845,6429568.0
22846,2335424.0
22847,3957312.0
22848,6387264.0
22849,4924288.0
22850,4380608.0
22851,5087872.0
22852,5545536.0
22853,4153856.0
22854,3550720.0
22855,2069696.0
22856,6611008.0
22857,5780288.0
22858,3588544.0
22859,2637824.0
22860,2421824.0
22861,2499392.0
22862,8102080.0
22863,4635200.0
22864,5968512.0
22865,7073152.0
22866,5511360.0
22867,1944960.0
22868,2844672.0
22869,4229248.0
22870,5671744.0
22871,5869568.0
22872,3495296.0
22873,1671744.0
22874,1545280.0
22875,5430784.0
22876,3748352.0
22877,3589504.0
22878,2760832.0
22879,3301568.0
22880,1597888.0
22881,2846016.0
22882,4142592.0
22883,3808192.0
22884,4738304.0
22885,5901760.0
22886,3762816.0
22887,4407104.0
22888,7566016.0
22889,6802624.0
22890,5736192.0
22891,4691328.0
22892,4659136.0
22893,2791168.0
22894,4710656.0
22895,2974912.0
22896,5261376.0
22897,4020352.0
22898,4599424.0
22899,6574400.0
22900,6389760.0
22901,3071872.0
22902,2000256.0
22903,4780352.0
22904,3260608.0
22905,3824576.0
22906,6331264.0
22907,6548352.0
22908,1442752.0
22909,4671808.0
22910,4801856.0
22911,3488384.0
22912,5428288.0
22913,4956672.0
22914,6567488.0
22915,2214784.0
22916,2919360.0
22917,2487808.0
22918,4008960.0
22919,3747008.0
22920,4373952.0
22921,1813376.0
22922,5988992.0
22923,3745408.0
22924,5125248.0
22925,4895552.0
22926,3144960.0
22927,4873920.0
22928,4450816.0
22929,4312640.0
22930,6284544.0
22931,3440064.0
22932,6724288.0
22933,5334656.0
22934,1124608.0
22935,5667264.0
22936,3300992.0
22937,6359488.0
22938,5891840.0
22939,4706560.0
22940,6468736.0
22941,3946944.0
22942,3179200.0
22943,5369600.0
22944,4310080.0
22945,1805888.0
22946,3876224.0
22947,5720384.0
22948,3940928.0
22949,2317120.0
22950,5484544.0
22951,7828224.0
22952,4372480.0
22953,7968448.0
22954,3862720.0
22955,4753536.0
22956,5662208.0
22957,6342592.0
22958,4576832.0
22959,4661312.0
22960,3605952.0
22961,2196992.0
22962,4759680.0
22963,3127936.0
22964,3869056.0
22965,3153856.0
22966,4627392.0
22967,3890368.0
22968,3843392.0
22969,3075520.0
22970,6870912.0
22971,4263488.0
22972,4278400.0
22973,6453056.0
22974,4771648.0
22975,4520640.0
22976,3273152.0
22977,6411072.0
22978,5363200.0
22979,2064640.0
22980,6402112.0
22981,6955456.0
22982,3573696.0
22983,6746944.0
22984,4059328.0
22985,7367232.0
22986,3801920.0
22987,3656896.0
22988,5184256.0
22989,6008640.0
22990,2330944.0
22991,6368960.0
22992,5293440.0
22993,4468928.0
22994,2769024.0
22995,5499648.0
22996,5755904.0
22997,5219392.0
22998,5875328.0
22999,4403584.0
23000,4554752.0
23001,3201600.0
23002,6766592.0
23003,3069568.0
23004,6235136.0
23005,5778560.0
23006,3344576.0
23007,5668544.0
23008,1947264.0
23009,5910848.0
23010,4907968.0
23011,5547264.0
23012,5717632.0
23013,4021184.0
23014,2447936.0
23015,3316544.0
23016,6571072.0
23017,5548736.0
23018,6488640.0
23019,4405952.0
23020,5960000.0
23021,3442240.0
23022,6535872.0
23023,4249984.0
23024,3092928.0
23025,4020864.0
23026,3717376.0
23027,2111168.0
23028,5283776.0
23029,3707136.0
23030,1483904.0
23031,4430784.0
23032,3588160.0
23033,4246592.0
23034,-525120.0
23035,4941952.0
23036,5656768.0
23037,3499968.0
23038,4530752.0
23039,5596800.0
23040,6331520.0
23041,5275648.0
23042,2356160.0
23043,4500672.0
23044,5759424.0
23045,6193984.0
23046,7641024.0
23047,6424640.0
23048,4193984.0
23049,7282112.0
23050,4598080.0
23051,5489728.0
23052,5503232.0
23053,3302336.0
23054,6269568.0
23055,7455168.0
23056,4264000.0
23057,2899072.0
23058,4922560.0
23059,4622272.0
23060,5522688.0
23061,6096448.0
23062,5207744.0
23063,3124800.0
23064,2425280.0
23065,3921216.0
23066,2937728.0
23067,4736640.0
23068,2275648.0
23069,4616640.0
23070,6014144.0
23071,4648704.0
23072,6605696.0
23073,5148096.0
23074,5009408.0
23075,7047680.0
23076,3314752.0
23077,3281856.0
23078,6145024.0
23079,5257024.0
23080,3137728.0
23081,4785920.0
23082,7565632.0
23083,3978176.0
23084,2832832.0
23085,3936960.0
23086,3080704.0
23087,3534464.0
23088,4480448.0
23089,5089216.0
23090,3969472.0
23091,3276096.0
23092,2660544.0
23093,4180480.0
23094,4417536.0
23095,3284992.0
23096,5032000.0
23097,3956032.0
23098,5482624.0
23099,2288128.0
23100,2516992.0
23101,3513280.0
23102,4902144.0
23103,7378432.0
23104,6069440.0
23105,4259520.0
23106,4351232.0
23107,6929664.0
23108,4777792.0
23109,5492160.0
23110,6842816.0
23111,5454016.0
23112,6322048.0
23113,4864832.0
23114,5344000.0
23115,3515968.0
23116,5219968.0
23117,4329536.0
23118,5050624.0
23119,4044992.0
23120,5920640.0
23121,3057600.0
23122,4869568.0
23123,5801984.0
23124,5875584.0
23125,5521920.0
23126,5888512.0
23127,5154752.0
23128,6956096.0
23129,2603584.0
23130,4162816.0
23131,2347776.0
23132,4370624.0
23133,7516352.0
23134,4401472.0
23135,2519040.0
23136,6519360.0
23137,2726528.0
23138,3353408.0
23139,3250944.0
23140,4602176.0
23141,5553792.0
23142,4171200.0
23143,5724032.0
23144,3281088.0
23145,4364480.0
23146,3669568.0
23147,4517248.0
23148,3857600.0
23149,2291456.0
23150,4523392.0
23151,5742208.0
23152,4473856.0
23153,6453248.0
23154,4292544.0
23155,2445760.0
23156,4812672.0
23157,2966272.0
23158,5266560.0
23159,2437120.0
23160,4779968.0
23161,3036096.0
23162,3483264.0
23163,1306624.0
23164,5243520.0
23165,4360448.0
23166,3838848.0
23167,4971136.0
23168,6016448.0
23169,5517568.0
23170,6164672.0
23171,7289408.0
23172,5100480.0
23173,6691968.0
23174,4269312.0
23175,4571264.0
23176,6758400.0
23177,4725184.0
23178,4014656.0
23179,2871040.0
23180,6521216.0
23181,5897280.0
23182,6629568.0
23183,6585664.0
23184,3106432.0
23185,3944192.0
23186,3126912.0
23187,5720320.0
23188,2286400.0
23189,5136000.0
23190,3505984.0
23191,5394496.0
23192,5383808.0
23193,3719360.0
23194,2943872.0
23195,3910976.0
23196,5361344.0
23197,4626304.0
23198,5350720.0
23199,5404224.0
23200,3327424.0
23201,4963456.0
23202,6842560.0
23203,4152448.0
23204,5486912.0
23205,2143552.0
23206,4339584.0
23207,5929152.0
23208,4807936.0
23209,5177280.0
23210,6590144.0
23211,4783424.0
23212,5994304.0
23213,3838144.0
23214,6310016.0
23215,6299840.0
23216,3531328.0
23217,3047424.0
23218,3423488.0
23219,5248832.0
23220,5549184.0
23221,4745280.0
23222,6364288.0
23223,3940416.0
23224,5352768.0
23225,5629504.0
23226,6798336.0
23227,2157312.0
23228,4755584.0
23229,1415808.0
23230,4465728.0
23231,5699008.0
23232,5265920.0
23233,5945792.0
23234,5966208.0
23235,7416704.0
23236,3196480.0
23237,2200832.0
23238,6368000.0
23239,5759296.0
23240,6307904.0
23241,3416896.0
23242,4882688.0
23243,2306240.0
23244,6576192.0
23245,5559744.0
23246,4191936.0
23247,3443520.0
23248,1054784.0
23249,3788992.0
23250,2475520.0
23251,3753856.0
23252,4598016.0
23253,4484288.0
23254,5583616.0
23255,4449472.0
23256,2137600.0
23257,6591104.0
23258,3541696.0
23259,5954432.0
