id,price
22730,5032916.5
22731,6395250.0
22732,9001868.0
22733,1393990.8
22734,6667544.0
22735,311156.78
22736,9874354.0
22737,5278630.0
22738,5501562.0
22739,9545019.0
22740,7012986.0
22741,6246525.5
22742,5261500.0
22743,1101142.0
22744,5073247.5
22745,3319154.0
22746,5766363.5
22747,4220557.5
22748,3559863.2
22749,7150750.5
22750,7558921.0
22751,7095178.0
22752,6140352.5
22753,3676790.2
22754,9152789.0
22755,2361880.0
22756,4116035.2
22757,4998010.0
22758,9470365.0
22759,3171089.8
22760,3033202.8
22761,4762716.0
22762,1212703.0
22763,1974943.6
22764,2817035.8
22765,5698434.0
22766,3190092.8
22767,7836131.0
22768,234648.42
22769,3525716.0
22770,1937962.0
22771,3536834.2
22772,8374440.5
22773,1374549.8
22774,7506173.0
22775,6714364.0
22776,1775241.2
22777,7181981.0
22778,5350265.0
22779,374125.25
22780,9730598.0
22781,8248481.5
22782,1432227.8
22783,7441046.5
22784,4215598.0
22785,8859430.0
22786,140226.75
22787,2016750.0
22788,8004849.0
22789,6482631.0
22790,2914713.5
22791,5250707.5
22792,9186153.0
22793,7686372.0
22794,8605518.0
22795,6121472.0
22796,5777738.0
22797,7608315.0
22798,735994.3
22799,9612197.0
22800,193651.8
22801,5656842.0
22802,3655767.5
22803,1429310.0
22804,7044309.5
22805,7312387.5
22806,1678135.1
22807,4229492.5
22808,6222539.5
22809,2433141.5
22810,5946273.0
22811,4256338.0
22812,927914.7
22813,604919.9
22814,9063237.0
22815,5200791.5
22816,4634202.0
22817,2620020.0
22818,2290948.5
22819,5901144.5
22820,8498599.0
22821,2706623.2
22822,7859718.0
22823,568025.8
22824,5387615.5
22825,5272161.5
22826,6921283.5
22827,4579451.0
22828,2248792.8
22829,8241265.0
22830,3204522.8
22831,524224.47
22832,2728092.2
22833,7447808.5
22834,4617979.0
22835,1237761.6
22836,8734895.0
22837,7005928.5
22838,552670.6
22839,3353063.2
22840,1898166.6
22841,2990290.0
22842,6794271.0
22843,8427794.0
22844,2974753.2
22845,9580478.0
22846,2727821.2
22847,3491404.2
22848,8073370.0
22849,7121249.5
22850,5887914.5
22851,7034641.5
22852,6631589.0
22853,3737268.5
22854,977406.9
22855,137338.42
22856,8812754.0
22857,7357676.5
22858,3917171.8
22859,1061264.4
22860,850575.7
22861,1408684.9
22862,9272478.0
22863,5493786.5
22864,8184029.5
22865,9358668.0
22866,9621964.0
22867,1062345.9
22868,485688.78
22869,1840278.2
22870,6929809.5
22871,5470118.0
22872,1978099.9
22873,578163.2
22874,93978.87
22875,6641110.5
22876,1194136.9
22877,2076836.5
22878,1062181.6
22879,2876809.8
22880,1901959.1
22881,1610030.2
22882,2887516.8
22883,374744.8
22884,1480521.2
22885,9181387.0
22886,5490680.5
22887,6004250.0
22888,9626637.0
22889,9898846.0
22890,6478505.5
22891,675093.56
22892,4310273.0
22893,482821.94
22894,5414656.5
22895,1125004.8
22896,2152090.5
22897,2939462.0
22898,4118273.5
22899,7220710.5
22900,5949975.0
22901,1713342.4
22902,207066.53
22903,5903838.0
22904,2681969.5
22905,1953346.2
22906,6610396.5
22907,9108275.0
22908,1299615.4
22909,2826645.2
22910,6829948.0
22911,2974682.5
22912,3808097.5
22913,5600520.5
22914,5296847.0
22915,174482.61
22916,1853392.4
22917,122686.266
22918,624763.0
22919,2440550.2
22920,8607129.0
22921,305636.38
22922,7631832.0
22923,3331561.0
22924,4926661.5
22925,4670971.0
22926,677327.8
22927,3901577.0
22928,4088578.2
22929,4034573.0
22930,8050384.0
22931,5521760.0
22932,6502992.0
22933,9684235.0
22934,679427.56
22935,4507645.5
