id,price
22730,4755061.0
22731,6256993.0
22732,9037838.0
22733,1662500.1
22734,6747503.5
22735,144016.55
22736,9942619.0
22737,5257169.0
22738,5555723.0
22739,9824571.0
22740,6947230.0
22741,6072692.0
22742,5188699.5
22743,1090902.4
22744,5130992.0
22745,3423267.0
22746,5796923.0
22747,4251717.0
22748,3551951.0
22749,7064144.0
22750,7633386.0
22751,6961175.0
22752,6188073.0
22753,3631585.0
22754,9217256.0
22755,2411874.8
22756,3942157.0
22757,4811493.0
22758,9761499.0
22759,3127686.0
22760,2836809.0
22761,4878344.0
22762,1198543.4
22763,1951464.5
22764,2628463.0
22765,5486445.0
22766,3155679.8
22767,7865725.0
22768,72643.34
22769,3526937.0
22770,1684887.2
22771,3485271.5
22772,8437792.0
22773,1269775.1
22774,7517487.0
22775,6745523.0
22776,1528873.6
22777,6899459.0
22778,5386324.5
22779,241282.28
22780,9683420.0
22781,8205264.0
22782,1366240.8
22783,7468357.0
22784,4045280.2
22785,8887844.0
22786,112313.484
22787,2102549.0
22788,8076129.0
22789,6439525.0
22790,2565426.5
22791,5301258.0
22792,9400674.0
22793,7683074.0
22794,8625628.0
22795,6168334.0
22796,5823358.0
22797,7729896.5
22798,689278.94
22799,9413034.0
22800,114029.52
22801,5446506.0
22802,3558256.5
22803,1452615.1
22804,7204750.5
22805,7433187.5
22806,1797712.9
22807,4192427.5
22808,6270333.0
22809,2526776.5
22810,6109438.0
22811,4133960.0
22812,956052.44
22813,886811.7
22814,9216332.0
22815,5076141.0
22816,4541656.5
22817,2536362.2
22818,2210904.5
22819,5852317.5
22820,8558945.0
22821,2587294.8
22822,7976412.0
22823,573071.9
22824,5361314.5
22825,5384149.0
22826,6896341.5
22827,4488816.0
22828,2289699.0
22829,8213559.0
22830,3091092.5
22831,456795.9
22832,2784601.5
22833,7344077.5
22834,4469040.5
22835,1182357.5
22836,8875113.0
22837,7204550.0
22838,474587.47
22839,3287723.8
22840,1622596.4
22841,2901677.5
22842,6696670.5
22843,8526480.0
22844,3062143.5
22845,9710571.0
22846,2690850.5
22847,3528397.5
22848,8077086.5
22849,7159063.0
22850,5697499.0
22851,7161029.5
22852,6539054.0
22853,3757731.0
22854,933023.8
22855,179590.56
22856,8832589.0
22857,7191162.5
22858,3591578.0
22859,1147636.4
22860,920566.44
22861,1207342.9
22862,9385234.0
22863,5320853.0
22864,8292185.0
22865,9507578.0
